67,The product shall comply with corporate User Interface Guidelines,LF,44,4
68,The product shall comply with corporate color scheme,LF,45,4
69,The appearance of the product shall appear professional,LF,46,4
70,The software product is expected to run on Windows or Linux platforms.,O,47,6
72,95% of Adjusters and Collision Estimators shall find the product easy to use.,US,48,10
73,The product shall increase productivity of Collision Estimators.,US,49,10
74,80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,US,49,10
75,Users shall feel satisfied using the product.,US,50,10
76,85% of all users will be satisfied with the product.,US,50,10
78,The product shall be learned with two days onsite training,US,51,10
79,The user shall easily locate instructions while using the product.,US,52,10
80,User help can be found within 90% of the system.,US,52,10
81,The search for recycled parts shall take no longer than 15 seconds.,PE,53,7
83,The search for the preferred repair facility shall take no longer than 8 seconds.,PE,54,7
84,The preferred repair facility is returned within 8 seconds,PE,54,7
87,The preferred repair facility ratings shall be saved within 5 seconds.,PE,56,7
88,The save shall occur within 5 seconds.,PE,56,7
89,The product shall adhere to the corporate online availability schedule.,A,57,0
90,The application is brought down only within 98% of the scheduled outages per the availability schedule.,A,57,0
91,The product shall achieve a 98% uptime.,A,58,0
92,The product shall not fail more than 2% of the available online time.,A,58,0
93,The product shall be able to handle up to 1500 simultaneous users.,SC,59,8
94,The system shall perform with 1500 users as a time.,SC,59,8
95, The average number of recycled parts records per day shall be 50 000.,SC,60,8
96, The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.,SC,61,8
99,The maintenance of the product will fall within the established corporate maintenance windows.,O,64,6
100,The product shall be supported using the corporate support center.,O,65,6
102,Only adjusters can request recycled parts audit reports.,SE,67,9
104,Only adjusters with a supervisor role can update preferred repair facility ratings.,SE,68,9
106,Only collision estimators shall search for recycled parts.,SE,69,9
107,Users without the collision estimator role shall not have access to the search for recycled parts.,SE,69,9
110,One insurance company shall not be able to view another insurance companys claim data.,SE,71,9
112,The system shall prevent malicious attacks including denial of service.,SE,73,9
114,The product shall comply with the estimatics laws relating to recycled parts usage.,L,75,3
115,The product shall comply with insurance regulations regarding claims processing.,L,76,3
116, The user shall search for the preferred repair facility using vehicle  vehicle location  and radius in miles,F,77,1
117, The vehicle data shall include vehicle year  make  and model,F,78,1
118, The vehicle location shall include street address  city  state  and zipcode,F,79,1
119, The system shall resolve the zipcode for the street address  city  and state if zipcode is unknown.,F,80,1
122,The adjuster shall enter the preferred repair facility on the estimate assignment.,F,83,1
124,The preferred repair facility shall be returned to the user.,F,85,1
125,The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.,F,86,1
126,The estimator shall search for available recycled parts using damaged vehicle parts information.,F,87,1
128,The system shall search for available recycled parts for the supplied vehicle parts and suppliers.,F,89,1
129,The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers,F,90,1
132,The estimator shall apply selected recycled parts to the collision estimate.,F,93,1
134,The adjuster shall review the collision estimate.,F,95,1
135,The adjuster shall request a recycled parts audit of the collision estimate.,F,96,1
136,The recycled parts search results provided to the estimator shall be retrieved by the system.,F,97,1
137,The system shall generate an audit report based on the available recycled parts and the collision estimate.,F,98,1
139,The audit report shall include the number of available recycled parts from the original search results.,F,100,1
141,The audit report shall include the total score of the audit which sums the indivual line items.,F,102,1
142,The audit report shall be displayed to the user.,F,103,1
143,The audit report shall be available to other adjusters at later points in time.,F,104,1
144,The user shall select to view the preferred repair facility ratings.,F,105,1
147,The user shall enter new ratings based on the audit report,F,108,1
149,The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts,F,110,1
150,The user shall select to save the preferred repair facility ratings.,F,111,1
151,The preferred repair facility ratings shall be saved by the system.,F,112,1
152, The product must work with most database management systems (DBMS) on the market  whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.,O,113,6
153,The product will function alongside server software on any operating system where the Java runtime can be installed.,O,114,6
154,The product will require collaboration with a database management system (DBMS).,O,115,6
155,The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.,O,115,6
156, The product must make use of web/application server technology.,O,116,6
157,Open source examples include Apache web server  Tomcat  and the JBoss application server.,O,116,6
160,The product shall have a conservative and professional appearance.,LF,119,4
161,The product shall make the users want to use it.,US,120,10
163,The product shall be easy to use.,US,121,10
164,90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,US,121,10
166,80% of the users surveyed report that the product accurately confirms their actions.,US,122,10
167,The product shall allow the user to select a chosen language from one of the target market countries.,US,123,10
168,The product shall allow for customization of start page and views preferences.,US,124,10
169, An employee will be able to successfully use the product within a few minutes.,US,125,10
170,After informally navigating the product for less than 15 minutes  users shall be able to successfully setup meetings and reserve conference rooms.,US,125,10
172,The product shall allow for intuitive searching of available conference rooms.,US,127,10
173,The product shall conform to the Americans with Disabilities Act.,US,128,10
174,The response shall be fast enough to avoid interrupting the user is flow of thought.,PE,129,7
177, Aside from server failure  the software product shall achieve 99.99% up time.,A,130,0
178,The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.,FT,131,2
179, The product shall be capable of handling up to 1 000 concurrent requests.,SC,132,8
180,This number will increase to 2 000 by Release 2.,SC,132,8
182, The product shall be able to process 10 000 transactions per hour within two years of its launch.,SC,133,8
183,This number will increase to 20 000 by Release 2.,SC,133,8
184,The product shall be expected to operate for at least 5 years for each customer installation.,SC,134,8
185,The product shall be used in office environments.,O,135,6
187,The product shall transmit data between the user and the product without problems.,O,136,6
191,The product must be able to interface with various email servers.,O,138,6
192,The product shall be able to send email.,O,138,6
194,The product shall be available for distribution as a packaged CD.,O,140,6
196,A new user must be able to be added to the system within 10 minutes.,US,142,10
197,90% of new users are able to log into the system within 10 minutes.,US,142,10
199,90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.,MN,143,5
202,Maintenance releases will be offered to customers once a year.,MN,145,5
204,Every registered user will have access to the product is support site via the Internet.,US,146,10
205,70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,US,146,10
206,The customer shall be able to easily integrate new building maps with the product throughout the product is lifecycle.,MN,147,5
207,Integration of new maps with the product shall be possible with little to no support from product support staff.,MN,147,5
209,For each emerging target market  it shall take no more than 5 days to configure the product for that market is language.,US,148,10
210, The product is expected to integrate with multiple database management systems.,O,149,6
211,The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.,O,149,6
214,100% of all logons shall be by either company employees or external users with company-approved user IDs.,SE,151,9
215,Only managers are able to perform search queries for reservations by user.,SE,152,9
216,100% of all search queries for reservations by user shall be from logons of only management logons.,SE,152,9
217,The product shall ensure that the database is data corresponds to the data entered by the user.,SE,153,9
218,Each conference room reservation in the system will contain the same information as was entered by the user.,SE,153,9
219,The product shall prevent the input of malicious data.,SE,154,9
220,The product and/or adjacent hardware/software systems i data shall remain 100% uncorrupted each time malicious data is input into the product.,SE,154,9
222,The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.,FT,155,2
223,The product shall have the ability to receive automatic software updates as new threats emerge.,SE,156,9
225,The language of the product shall accommodate all of the target market countries.,SC,157,8
226,90% of survey respondents from each target market country will find that the language of the product is acceptable.,SC,157,8
227,The product shall be able to display calendar dates and times according to the user is locale.,US,158,10
228,90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.,US,158,10
229,The product must be developed with the J2SE/J2EE programming language libraries,O,159,6
230,The product shall record meeting entries.,F,160,1
235,The product shall store new conference rooms.,F,165,1
236,The product shall update existing conference rooms.,F,166,1
237,The product will be able to delete conference rooms.,F,167,1
238,The product shall be able to store new room equipment.,F,168,1
239,The product will update existing room equipment.,F,169,1
240,The product shall be able to delete room equipment.,F,170,1
241,The product shall allow an organizer to invite other employees to meetings.,F,171,1
243,The product shall record the transportation status of equipment reserved.,F,173,1
245,The product shall record updated meeting agendas.,F,175,1
248,The product shall display conference rooms according to search parameters.,F,178,1
251,The product shall notify building personnel of equipment transport requests.,F,181,1
252,The product will allow priviledged users to view meeting schedules in multiple reporting views.,F,182,1
254,The product shall have a customizable Look and Feel.,F,184,1
255,The product shall have an intuitive user interface.,F,185,1
256,The product will display an available status for unreserved conference rooms.,F,186,1
258,The System shall allow for a minimum of  6 users to work at the same time.,PE,188,7
259,The System shall utilize currently owned computer equipment.,O,189,6
261,The System shall maintain consistent security.,SE,191,9
262,Any changes in user passwords and/or permissions should take affect in all parts of the System.,SE,191,9
263,The System shall granularly control access rights to all major subsystems.,SE,192,9
265,The System shall meet all applicable accounting standards.,L,193,3
266,The final version of the System must successfully pass independent audit performed by a certified auditor.,L,193,3
269,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,F,196,1
270,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,F,197,1
272, Product formulas shall allow use of semi-products  which have own formulas.,F,199,1
273,Product formula ingredients shall allow defining substitutionary ingredients.,F,200,1
274,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,F,201,1
276, Product shall allow entering  storing and modifying product menus used by POS terminals.,F,203,1
277,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,F,204,1
279,PME Subsystem shall allow for a product to exist in more than one submenu,F,206,1
281,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,F,208,1
284, Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.,PE,211,7
285,System shall let customers register on the website as a  ipay as you go i user in under 5 minutes.,PE,212,7
286,System shall let customers register on the website as a  iunlimited movie subscriber i user in under 10 minutes.,PE,213,7
288, System shall let customers cancel their account  process shall take no longer than 2 minutes.,PE,215,7
289,Database will mark the account as inactive  and user will not be able to log into the website.,PE,215,7
291,Customer will no longer be able to access the website.,PE,216,7
292,System shall let administrator add/remove movies on the website in under 5 minutes.,PE,217,7
295,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.,PE,219,7
297,The website shall be attractive to all audiences.,LF,221,4
298,The website shall appear to be fun and the colors should be bright and vibrant.,LF,221,4
299, The website should have an African feel  but should not alienate non-Africans.,LF,222,4
302,The product should be able to be used by 90% of novice users on the Internet.,US,224,10
303, Users should only have to navigate through a maximum of 4 pages  to create an account with the website.,US,225,10
304,Users should be able to access their streaming movies in under 2 clicks after logging into the website.,US,226,10
305,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,US,227,10
310,The product shall use symbols and words that are naturally understandable by users familiar with websites,US,231,10
311,The website will use standard Internet conventions when interacting with the user.,US,232,10
313, When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.,PE,234,7
315, While streaming a movie  buffering should only occur if there is latency in the user is connection.,PE,236,7
316, All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.,SE,237,9
317,Information will be encrypted in the database.,SE,237,9
318, The website shall be available for use 24 hours per day  365 days per year.,A,238,0
319,The website shall achieve 99.5% up time.,A,239,0
320, All movies shall be streamed on demand  at any time of the day.,A,240,0
321,The website shall continue to operate if the streaming server goes down.,FT,241,2
322,The website shall continue to operate if the payment gateway goes down.,FT,242,2
323,The streaming server will support 50 simultaneous streaming connections.,SC,243,8
324,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.,SC,244,8
325, The server will support a maximum of 1 000 simultaneous users.,SC,245,8
328,All aspects of the website shall be accessed by a web browser over the Internet.,O,248,6
331,Website must interface with the CyberSource API to process credit card transactions.,O,251,6
332,Website must be fully operational with MSN TV2.,O,252,6
333,Movies shall be encoded and streamed via Windows Media Player 9.0.,O,253,6
335,Promotional updates to the website should take a day to update.,MN,255,5
336,Izogn Administrator must be able to update the category listings on the website within 2 minutes.,PE,256,7
338,The system will provide a 24 hour 800 toll free number for support to its customers.,A,258,0
341,The product shall be able to be installed in the specified environment within 1 working day.,O,261,6
342,Only registered customers can purchase streaming movies.,SE,262,9
343, A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.,SE,263,9
345,Only administrators can activate a pre-paid card.,SE,265,9
346,Only authorized personnel can access sales information.,SE,266,9
347,The website shall prevent its data from being corrupted when incorrect data is entered in.,SE,267,9
348, The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.,SE,268,9
350, The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.,SE,270,9
351,The system shall notify customers of changes to its information policy.,SE,271,9
353, All customer information will be stored on a secure database  accessible only to authorized personnel.,SE,273,9
354,All credit card information will be encrypted in the database.,SE,274,9
355,The streaming server will have anti-virus software to prevent infection of malicious viruses.,SE,275,9
359,The website should use Flash to provide animation on the home page.,O,279,6
361,The website will comply with W3C standards.,L,281,3
362,The PHP code will comply with PEAR standards.,L,282,3
363, The website will allow customers to search for movies by title  actor  or director.,F,283,1
364, viewing a movie details  the website will display the movies description  actor  and director entered in by the administrator.,F,284,1
366, shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,F,286,1
367,Website shall allow customers to browse movies by categories entered in by izogn administrator.,F,287,1
368,Website shall allow customers to view reviews of selected movies by other customers.,F,288,1
369,Website shall allow customers to add their own movie review for a selected movie.,F,289,1
370,Website shall allow the Izogn administrator to approve a review posted by a customer.,F,290,1
373, System shall automatically update the main page of the website every Friday  and show the 4 latest movies that have been added to the website.,F,293,1
375, Pre-paid cards shall be distributed via email  or via a printed paper card.,F,295,1
377, Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.,F,297,1
378,Website must be able to support free trial periods with various parameters set by the Izogn Manager.,F,298,1
381, Daily usage statistics should be logged  and accessible by the administrator.,F,301,1
382,The owner shall have free access to all of the streaming movies.,F,302,1
384,No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,PE,304,7
386,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.,PE,306,7
387,The lead washing process will operate within the established physical web service structure.,O,307,6
388, The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.,O,308,6
389,Defect reports will be available to technical units on a 24x7 basis.,A,309,0
391,The vendor will verify the invalid lead.,F,311,1
392,Vendor will submit a credit validation record to be applied to the enterprise billing system.,F,312,1
395,The leads washing functionality will insert all leads captured by the web service.,F,315,1
396,If the leads score falls within the high average score then it will be process by the ARA functionality.,F,316,1
397,If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,F,317,1
398,If the leads score falls within the low average then it will be returned to the supplying vendor,F,318,1
399,The leads washing functionality will compile both contact and academic scoring information for a total score.,F,319,1
400,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,F,320,1
402,The leads washing functionality will have an interface in which lead data parameters can be maintained.,F,322,1
403,The leads washing functionality will verify the users authentication and rights to make parameter updates.,F,323,1
404,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,F,324,1
406,The leads washing functionality shall receive a period list of available reps from the enterprise system.,F,326,1
407,The product shall simulate the look of ships at sea.,LF,327,4
408,The product shall display the grids within a circle as a view from a periscope.,LF,328,4
409,The product shall display each type of ship in a grid using an image of the specific type of ship.,LF,329,4
410, When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.,LF,330,4
412, When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.,LF,332,4
413, When a ship is sunk  the product shall simulate the sound of a sinking ship.,LF,333,4
414, The product shall be available 24 hours per day  seven days per week.,A,334,0
415,The product shall able to handle a large number of games simultaneously.,PE,335,7
417,The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,PE,336,7
418,The product shall protect the identity of the players.,PE,337,7
419,The product shall provide players no access to information that might reveal the identity of another player.,PE,337,7
420,The product shall be intuitive and self-explanatory.,US,338,10
421,Nine out ten users shall be able to successfully complete a game with no training.,US,338,10
422, The product shall be available to players who understand English  Spanish and French.,US,339,10
423,The product shall allow the user to select the language upon accessing the product.,US,339,10
425,The response time shall be fast enough to maintain the flow of the game.,PE,341,7
427,The product shall maintain a list of players.,F,342,1
428,The product shall allow a user to identify himself or herself as a player.,F,343,1
429, Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,F,344,1
430,The product shall allow a user to remove himself or herself from the list of players at any time.,F,345,1
432,The product shall remove players who have been inactive for 24 hours from the list of players.,F,347,1
433,The product shall allow a player to initiate a game by selecting another available player from the list of players.,F,348,1
434, Once a game is initiated  the product shall display a defensive grid to each player,F,349,1
435, Once a game is initiated  the product shall display an offensive grid to each player.,F,350,1
436,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,F,351,1
437, Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,F,352,1
438,The product shall allow a player to position ships horizontally on their grid.,F,353,1
440,The product shall allow the player to position ships diagonally on their grid,F,355,1
441,The product shall prevent the player from overlapping ships on their grid.,F,356,1
442, When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,F,357,1
443, For each turn  the product shall identify one player as offensive status and one player as defensive status.,F,358,1
444, The product shall maintain the status of each player for a turn  either offensive or defensive.,F,359,1
446, For each turn  the product shall allow the offensive player to define a shot.,F,361,1
448, For each shot  the product shall notify the players whether the shot was a hit or miss.,F,363,1
449, For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,F,364,1
450, For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,F,365,1
451,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,F,366,1
453,When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,F,368,1
454,When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,F,369,1
455,If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,F,370,1
458,The product shall continue to assign turns until the game is ended.,F,373,1
459,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player is ships  which had not been previously marked as sunk.,F,374,1
463,a player has won the game or a player has ended the game).,F,377,1
464,When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,F,378,1
465,When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,F,379,1
466,The system shall be easy to use by callers and supervisors.,US,380,10
467,Callers and supervisors must be able to accomplish any system task within 2 minutes.,US,380,10
468,The system shall be easy to learn by callers and supervisors.,US,381,10
469,Callers and supervisors shall learn how to use the system within 10 minutes.,US,381,10
470,The system shall be responsive.,PE,382,7
471,At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,PE,382,7
472,On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.,PE,383,7
473,On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,PE,384,7
474,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,A,385,0
476,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,MN,387,5
477,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,388,9
478,The product shall ensure that only supervisors can enter a caller is schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,389,9
479,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,390,9
480,The interface shall have a simple look.,LF,391,4
481,In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.,LF,391,4
483,In the interface and usability survey  80% of beta testers must report that the interface is appealing.,LF,392,4
484,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,LF,393,4
485,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,LF,394,4
488,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),US,397,10
489,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,PE,398,7
491,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,PE,400,7
492,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,PE,401,7
493,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,PE,402,7
494,The product shall be available 99% of the time.,A,403,0
495,Rationale: To avoid service interruption during busiest customer service response periods.,A,403,0
496,The product shall be available 99.99% of the time for regular business days.,A,403,0
497,The product shall be robust.The product shall have fault avoidance based on standards adoption.,FT,404,2
498,The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,FT,405,2
499,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,SC,406,8
500,The product shall be platform independent.The product shall enable access to any type of development environment and platform.,O,407,6
502,The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,MN,409,5
503,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,MN,410,5
504,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,MN,411,5
505, The product shall have security.The product shall provide authentication  and authorization.,SE,412,9
506,The product shall information Security.,SE,413,9
507,The product shall enable privacy by encryption WS-Security and Integrity Checking.,SE,413,9
508,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,SE,414,9
510,The interface must have one IBM logo and one CCR logo.,LF,415,4
511,The system shall be displayable on any work computer a CCR user may have.,LF,416,4
515,The interface must summarize the data in a fashion that is appealing to CCR management.,LF,418,4
516,Every report type must have at least one high level summary shown in the results dashboard/interface,LF,418,4
517,The system must use a point and click interface.,US,419,10
522,Rreports must be easy to generate.,US,421,10
525,After one use a user should understand and remember 90% of the system usage and navigation.,US,422,10
526,All CCR users shall receive training before the WCS system is deployed.,US,423,10
527,One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),US,423,10
528,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization.,US,424,10
529,All interfaces and reports will undergo usability tests by CCR users.,US,424,10
531,The WCS system will be available 95% of the time IBM is internal intranet W3 is available.,A,425,0
532,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,SC,426,8
534,The WCS system shall be run in a Windows environment.,O,428,6
535,The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,O,428,6
538,The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users.,MN,430,5
539,Queries must be made to external databases for data refresh once a week.,MN,430,5
540, All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides.,MN,431,5
541,Every change must be reflected in WCS system documentation,MN,431,5
542,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees.,SE,432,9
543,Users must be authenticated using their IBM intranet user name and password.,SE,432,9
544,The WCS system shall not allow automatic logins by any user.,SE,433,9
545,Cookies containing WCS login information about a user will not be stored on a user is computer.,SE,433,9
549,Each page shall contain a similar format with action items in one location and navigation buttons in a different location.,LF,437,4
553,Users shall be able to reach the  iadd i   idrop i  and  itrade player i pages with one click from the team owner is page.,US,440,10
554,Users shall be able to view at least 25 NFL player statistics and points on each page.,US,441,10
555,The application shall ask the user to confirm dropping a player or trading a player before performing the action.,US,442,10
556,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,PE,443,7
559,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,PE,446,7
561, The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.,O,448,6
562,Monday  i Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST,O,448,6
564,The Statement Database provides the transaction details to the Disputes System.,O,449,6
565,All transaction details must be obtained from the Statement Database,O,449,6
567,The system shall achieve 95% up time.,A,451,0
568,The system shall have a professional appearance,LF,452,4
570,The system shall be used by realtors with no training.,US,454,10
571,The system shall be intuitive and self explanatory.,US,455,10
572,The product shall be easy for a realtor to learn.,US,456,10
574,The product shall produce search results in an acceptable time,PE,458,7
575,The search results shall be returned no later 30      seconds  after the user has entered the search criteria,PE,459,7
